ticker,company,sector,sub_industry,cik,legal_name,gics_sector,gics_sub_industry,hq_state,market_cap_usd,shares_outstanding,esg_risk_score_external,esg_controversy_level_external,scope1_tco2e,ghg_facility_count,cogs_usd,energy_cost_usd,revenue_usd,ebit_usd,ebitda_usd,free_cash_flow_usd,capex_usd,rnd_expense_usd,sbti_target_validated,sbti_target_type,target_year,target_baseline_year,target_reduction_pct,target_scope_coverage,buybacks_usd,dividends_paid_usd
CVS,CVS Health,Health Care,Health Care Services,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
D,Dominion Energy,Utilities,Multi-Utilities,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural
DAL,Delta Air Lines,Industrials,Passenger Airlines,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed
DD,DuPont,Industrials,Industrial Conglomerates,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural
DDOG,Datadog,Information Technology,Application Software,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural
DECK,Deckers Brands,Consumer Discretionary,Footwear,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,structural,not_disclosed
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural
DGX,Quest Diagnostics,Health Care,Health Care Services,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural
DLR,Digital Realty,Real Estate,Data Center REITs,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,not_disclosed,structural
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed
DOC,Healthpeak Properties,Real Estate,Health Care REITs,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,quote_verified,quote_verified,structural,structural
DOW,Dow Inc.,Materials,Commodity Chemicals,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
DPZ,Domino's,Consumer Discretionary,Restaurants,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
DTE,DTE Energy,Utilities,Multi-Utilities,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
DUK,Duke Energy,Utilities,Electric Utilities,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed
DVA,DaVita,Health Care,Health Care Services,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
DXCM,Dexcom,Health Care,Health Care Equipment,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
ECHO,EchoStar,Communication Services,Wireless Telecommunication Services,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed
ECL,Ecolab,Materials,Specialty Chemicals,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
ED,Consolidated Edison,Utilities,Multi-Utilities,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
EFX,Equifax,Industrials,Research & Consulting Services,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
EG,Everest Group,Financials,Reinsurance,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
EIX,Edison International,Utilities,Electric Utilities,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural
ELV,Elevance Health,Health Care,Managed Health Care,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
EME,Emcor,Industrials,Construction & Engineering,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed
EQIX,Equinix,Real Estate,Data Center REITs,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,not_disclosed,structural
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
ERIE,Erie Indemnity,Financials,Insurance Brokers,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural
ES,Eversource Energy,Utilities,Electric Utilities,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,structural
ETR,Entergy,Utilities,Electric Utilities,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural
EVRG,Evergy,Utilities,Electric Utilities,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural
EW,Edwards Lifesciences,Health Care,Health Care Equipment,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,not_disclosed
EXC,Exelon,Utilities,Electric Utilities,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
EXPD,Expeditors International,Industrials,Air Freight & Logistics,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,structural
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
FAST,Fastenal,Industrials,Trading Companies & Distributors,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
FCX,Freeport-McMoRan,Materials,Copper,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
FDS,FactSet,Financials,Financial Exchanges & Data,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
FDX,FedEx,Industrials,Air Freight & Logistics,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural
FDXF,FedEx Freight,Industrials,Cargo Ground Transportation,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural
FE,FirstEnergy,Utilities,Electric Utilities,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,not_disclosed,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural
FERG,Ferguson Enterprises,Industrials,Trading Companies & Distributors,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
FFIV,"F5, Inc.",Information Technology,Communications Equipment,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,structural,not_disclosed
FICO,Fair Isaac,Information Technology,Application Software,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
FISV,Fiserv,Financials,Transaction & Payment Processing Services,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed
FITB,Fifth Third Bancorp,Financials,Regional Banks,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
FIX,Comfort Systems USA,Industrials,Construction & Engineering,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
FLEX,Flex Ltd.,Information Technology,Electronic Manufacturing Services,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed
FSLR,First Solar,Information Technology,Semiconductors,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed
FTNT,Fortinet,Information Technology,Systems Software,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,not_disclosed
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
GD,General Dynamics,Industrials,Aerospace & Defense,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed
GE,GE Aerospace,Industrials,Aerospace & Defense,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed
GEHC,GE HealthCare,Health Care,Health Care Equipment,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
GEN,Gen Digital,Information Technology,Systems Software,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
GILD,Gilead Sciences,Health Care,Biotechnology,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural
GL,Globe Life,Financials,Life & Health Insurance,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
GLW,Corning Inc.,Information Technology,Electronic Components,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
GNRC,Generac,Industrials,Heavy Electrical Equipment,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,structural
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
GPN,Global Payments,Financials,Transaction & Payment Processing Services,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
HAS,Hasbro,Consumer Discretionary,Leisure Products,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
HBAN,Huntington Bancshares,Financials,Regional Banks,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
